id,name,region,latitude,longitude,name_alternates,wikipedia,prominence_rank
y93-koko-dhawa,Koko Dhawa,Cape York & Torres Strait,-16.050900536399,141.80615325644,Kok Thaw|a|Koko Petitj|Uw Inhal|Ogh Injigharr|Da:wa|Daua|Koka tabul|Koko daua|Tyor|Yabul|Yahwah|Gugu Dhaw|Kwantari|Uw Inal|Koko Pititj|Kuantari|Kundara|Gundara|Goondarra|Wangara|Wanggara|Kokowanggara|Kokawan gar|Kokodaue|Oikand,Gugu Dhaw language,324
y90-kuku-nyungkul,Kuku Nyungkul,Cape York & Torres Strait,-15.750294371885,145.25132113345,Kuku Njungkul|Kuku Yalanji|Gugu Nyungkul|Kuku Nyungkal,Kuku Nyungkal dialect,325
l38-kungkari,Kungkari,Lake Eyre / Central SA,-24.5383120242,144.27519218575,Kuungkari|Gungari|Koongerri|Yangeeberra|Koonkerri|Kungeri|Yangeberra|Yankibura|Guunggari|Gunggari|Kunggari|Torra burri|Mokaburra|Tarawalla,Kungkari language,326
d6-1-kureinji,Kureinji,Darling (W NSW/SW Qld),-34.23140408313,142.42165314347,Keramin|Gureinji|Karin|Kerinma|Karinma|Karingma|Orangema|Kemendok|Pintwa|Gure:ndji|Kureinyi|Kareingi|Grangema|Garnghes|Kinenekinene|Kianigane|Jungeegatchere,Kureinji language,327
y12-luthigh,Luthigh,Cape York & Torres Strait,-11.928495760911,142.11650351299,Uradhi|Luthig|Okara|Oharra|Tepithiki|Teyepathiggi|Teppathiggi|Teepani,Luthigh language,328
a51-1-manyjilyjarra,Manyjilyjarra,Western Desert (WA),-22.573761734635,124.90624556636,Martu Wangka|Manyjilyjara|Mardu|Mandjildjara/Manyjilyjarra|Budijarra|Gardujarra|Giyajarra|Kartudjara|Keiadjara|Mandjildjara|Potidjara|Wanman|Jindi|Katutjara|Madu|Maduwongga|Mandijildjara|Mandildjara|Mandjihjarra|Mandjiidjarra|Mandjildara|Mandjildjarra|Mandjiltjara|Mandjiltjarra|Mandjintjarra|Mandjindja|Mangula|Mangundjara|Manjiljara|Manjiljarra|Manjiljarra/Kartujarra|Manjinjiwonga|Mantjila|Mantjildjara|Mantjiltjara|Mardo|Marduwangga|Matu wangga|Matuntara|Matutjarra|Nanggarangku|Martu,Manyjilyjarra dialect,329
y41-mbiywom,Mbiywom,Cape York & Torres Strait,-12.968260083714,142.17040555558,Uradhi|Mbewum|KokMbewam|KokMbewan|M Berwum|Bywoom|Kokinno|Kokimoh|Mbeiwum,Mbiywom language,330
y25-mpalitjanh,Mpalitjanh,Cape York & Torres Strait,-12.102329913662,142.27815669647,Uradhi|Atjinuri|Mbalidjan|Mpalitjan|Mpalityan|Mpalityanh|Winduwinda|Windawinda|Ngwatainggeti|Wikwija|Ndomdorin,Mpalitjanh dialect,331
y36-ngkoth,Ngkoth,Cape York & Torres Strait,-12.827602221663,142.0521321977,Ngkoth dialects|Uradhi|Nggod|Nggoth|Ngkot|Ngor|Ngot|Nkot|Winduwinda|Gott,Ngkoth language,332
a93-nhanhagardi,Nhanhagardi,Western Desert (WA),-29.217596810821,115.27495917689,Nana karti|Widi|Nanakarri|Wiri|Minango|Minangu|Nanakari|Nanakati|Barimaia|Jaburu|Nganakarti,Nhanhagardi language,333
a50-nyiyaparli,Nyiyaparli,Western Desert (WA),-22.92418557863,120.19647245046,Palyku/Nyiyaparli|Njiyapali|Nijadali|Palyku|Bailgu|Binigura|Niabali|Paljgu|Iabali|Jana|Janari|Njiabadi|Njiabali|Njijabadi|Njijabali|Njijapali|Nyiyabali|Nyiyapali|Njiyabali,Nyiyaparli language,334
y199-ogh-alungul,Ogh Alungul,Cape York & Torres Strait,-14.680814632363,144.07633134193,Koko Possum/Alngula,Alungul language,335
s5-peramangk,Peramangk,SE Australia,-34.862567140121,138.89220035508,Marimejuna|Meraldi|Mereldi|Merildakald|Ngurlinjeri|Peramarma|Tarrawatta|Wangarainbula|Waugarainbula|Baramangg|Paramangk,Peramangk language,336
l36-pirriya,Pirriya,Lake Eyre / Central SA,-25.491615917922,142.49024118311,Bidia|Kunggari|Birria|Kulumali|Kungadutji|Marulta|Biria|Piria,Pirriya language,337
t5-south-eastern-tasmanian,South-eastern Tasmanian,Tasmania,-43.225544401928,146.99773612688,Nuenonne|Southeast Tasmania|South East|South eastern,Nuenonne language,338
w25-thiin,Thiin,SW WA / Pilbara,-23.71156576435,116.68011572516,Djiwarli|Denma|Dhiin|Tenma|Deen|Te:n|Teen|Teenma|Thenma|Thiinma,Thiin language,339
e41-tulua,Tulua,SE Queensland,-24.38985217093,150.99900015219,Dappil|Gureng Gureng|Goeng|Koreng Goreng|Taribulung|Dulua|Toolooa|Dandan|Narung,Tulua language,340
e16-2-wahlubal,Wahlubal,SE Queensland,-28.88761183938,152.50792193364,Waalubal|We:labal|Waalubal dialect,Waalubal dialect,341
y48-wik-ompom,Wik Ompom,Cape York & Torres Strait,-13.344189185744,142.0863251708,Wik|Wik Ompom/Wikampama|Wikatinda|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Aiakampana|Ambama|Ampana Gambana|Kokala|Kokiala|Kookealla|Omban|Wik ompmam|Wik Ompon|Wik Ompoma,Wik Ompom language,342
y135-wulgurukaba,Wulgurukaba,Cape York & Torres Strait,-18.865013986954,146.64339430893,Manbara|Nyawaygi|Korambelbara|Mun ba rah|Wulguru,Wulguru language,343
g9-yanda,Yanda,Gulf Country,-22.084736311002,140.73881736939,Jangaa|Janda|Yunda,Yanda language,344
a79-yinhawangka-innawonga,Yinhawangka / Innawonga,Western Desert (WA),-24.455778426304,119.07826408524,Ngarluwangka|Panytyima|Ngalawonga|Yinhawangka|Innawonga,Yinhawangka language,345
y29-yinwum,Yinwum,Cape York & Torres Strait,-12.700409741385,142.72457265489,Uradhi|Ginwum|Jinwum|Tinwum|Yeemwoon|Jinwun|Yeemwoom,Yinwum dialect,346
l42-yirandali,Yirandali,Lake Eyre / Central SA,-21.157084196752,144.28292840718,Yirandhali|Warungu|Dalleburra|Jirandali|Dalebura|Dalleyburra|Irendely|Pooroga|Yerrundulli|Yerrunthully|Yirendali,Yirandhali language,347
n85-yugul,Yugul,Top End & Arnhem (NT),-14.746236748197,134.83074376228,Arnhem Land|Daly River Region Languages|Jugul|Mara|Yukul|Jokul|Yikil|Yookil|Yookull|Yookala|Yikul,Yugul language,348
w6-bindjareb-pinjarup,Bindjareb / Pinjarup,SW WA / Pilbara,-32.898362129869,115.9165791161,Nyungar|Pindjarup|Nyunga|Binjarub|Bangoula|Banyoula|Banyowla|Bindjarub|Binjarab|Darbalung|Kuriwongi|Kurwongi|Peejine|Penjarra|Pidjain|Pindjarap|Pinjarra|Woodarngup|Wooralgulla|Yaberoo|Pinjarup|Bindjareb,,349
n42-1-bugurnidja,Bugurnidja,Top End & Arnhem (NT),-12.76591096877,132.70212951064,Bugurndidja|Bukurnidja|Banidja|Buneidja|Puneitja|Wada|Watta|Bin gongina|Bugongidja|Bugunidja|Barnidja,Bugurnidja language,350
t9-cape-portland-tasmanian,Cape Portland Tasmanian,Tasmania,-41.082510683171,148.05932283459,Pyemmairrener|North East|North eastern|Pyemmairre,Pyemmairre language,351
w15-daguda,Daguda,SW WA / Pilbara,-27.169657024962,114.79909700523,Malkana|Buluguda|Damala|Malgana|Tamala|Dagurda|Nanda|Thaagurda|Thaawurda|Takurda|Jau|Yau|Eaw|Watjandi|Watchandi|Watchandie|Bulgulu,Thaagurda language,352
w5-goreng-koreng,Goreng / Koreng,SW WA / Pilbara,-34.011091763445,118.44081605385,Nyungar|Caracterrup|Corine|Kuriny|Qualup|Warangu|Coreng|Cororan|Kaialiwongi|Kaleap|Ko:rengi|Kojonup|Kokar|Mongup|Warranger|Warrangle|Warrangoo|Goreng|Koreng,Goreng language,353
n71-gundjeihmi,Gundjeihmi,Top End & Arnhem (NT),-12.925860559178,132.87456038763,Kundjeymi|Djeibmi|Gundjeibmi|Mayali|Gundeidjeme|Gundeidjemi|Gundjeipmi|Djebmi|Gunwinggu|Gundjepmi|Gundjipmi|Gundeij e me|Djeihmi|Djepmi|Maiali|Gunwingu|Gunwingo|Wengi|Wengei|Wengej|Kulunglutji|Kulunglutchi|Gundja jeimi|Margulitban|Unigangk|Urnigangg|Koorungo|Neinggu|Neinngu|Mangaridji|Mangeri,Kundjeyhmi dialect,354
d35-guyambal,Guyambal,Darling (W NSW/SW Qld),-29.340515876202,151.24860194364,Ngarabal|Kwiambal|Yugambal|Cambooble|Gambabwal|Gwaimbal|Kaoambal|Kwaimbal|Koi|Kweembul|Quieumble|Queenbulla|Gujambal,Guyambal language,355
l35-karuwali,Karuwali,Lake Eyre / Central SA,-24.95993610442,141.03067743618,Garuwali|Karruwali|Dieri|Karawalla|Gara wali|Kurrawulla|Karorinje|Kuri walu|Goore,,356
n171-kundedjnjenghmi,Kundedjnjenghmi,Top End & Arnhem (NT),-12.678797006489,133.42947679694,Gundedjnjenghmi|Deynegmi|Deynekmi|Kundedjnjenghmi dialect,Kundedjnjenghmi dialect,357
n70-kune,Kune,Top End & Arnhem (NT),-12.398006797043,134.38659890372,Gunwinggu,Kune dialect,358
n173-kuninjku,Kuninjku,Top End & Arnhem (NT),-12.267661517906,134.04142237348,Guninjku|Bininj Bulkay|Kunwinjku Kunrayek|Kun rayek|kayakki|Na kerlk|Buboyen|an kerlk|Kune,Kuninjku dialect,359
n65-kunwinjku,Kunwinjku,Top End & Arnhem (NT),-12.173506301911,133.48273449547,Gunwinjgu|Mayali|Bininj Gun wok|Neinggu|Gunwinggu|Mangeri|Mengerrdji|Menngarr|Gumawurag|Gunawitji|Gundeidjeme|Gundeijeme|Gundjajeimi|Gundjeibmi|Gundjeipmi|Gunei|Gunrerg|Gunwinghu|Gunwingo|Gunwingu|Gunwinngu|Gunwinygu|Gunwunei|Gurmadja madja|Koorunge|Koorungo|Kulunglutchi|Kulunglutji|Kulungutchi|Kuninjku|Mangaridji|Margulitban|Muralidan|Neinngu|Unigangk|Urnigangg|Wengei|Wengej|Wengi|Wunei|Gunwiggu|Witji|Maielli|Majali,Kunwinjku dialect,360
y156-marrett-river-language,Marrett River language,Cape York & Torres Strait,-14.393619792306,144.17419635006,Marrett River,Marrett River language,361
n44-mayali,Mayali,Top End & Arnhem (NT),-14.080326620928,132.45369466363,Gunwinjgu|Bininj Gun wok|Neinggu|Gunwinggu|Kundjeymi|Djeibmi|Gundjeibmi|Maia:li|Maiaili|Maiawali|Maieli|Maielli|Mailly|Majali|Majeli|Majuli|Mayaalia|Mayuli|Miorli|Myali|Myall|Myallee|Myoli|Puruga|Rembarunga|Rembarrnga|Rembaranga|Rembarnga|Rem branga|Ranjbarngo|Rainbarngo|Reinbaranga|Rem barrna,Mayali dialect,362
l34-mithaka,Mithaka,Lake Eyre / Central SA,-25.272959343953,139.73829641458,Midhaga|Dieri|Mittaka|Mittuka|Marunga|Marrala|Marranda|Murunuta|Mi daga,Mithaka language,363
y186-mpakwithi,Mpakwithi,Cape York & Torres Strait,-12.284022164349,141.93317052293,,Mpakwithi dialect,364
d9-nari-nari,Nari Nari,Darling (W NSW/SW Qld),-34.418687133543,144.4000270644,,Nari-Nari dialect,365
l30-ngandangara,Ngandangara,Lake Eyre / Central SA,-26.823467775668,143.23893989363,Wangkumara|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Mamwura|Ngurawola|Punthamara|Thiraila|Wankumara|Ngandangura|Jarumarda|Unda Gnoora|Eromarra|Ngantangarra,,366
e59-ngaro,Ngaro,SE Queensland,-20.295474713324,148.93473668823,Giya|Ngaro/Ngaru|Gia|Ngaru|Googaburra|Ngalangi|Nguro,Ngaro language,367
y216-ngaygungu,Ngaygungu,Cape York & Torres Strait,-17.385312331156,145.37585490856,Warungu,Ngaygungu language,368
k4-ngumbarl,Ngumbarl,Kimberley (WA),-17.515180917297,122.49150473245,Ngombal|Ngormbal|Ngombaru|Ngoombal|Ngormbal Ngormbal|Numbal|Numbanbor|Numbol,Ngumbarl language,369
l46-nhirrpi,Nhirrpi,Lake Eyre / Central SA,-26.955304630626,140.84024685516,,,370
t4-north-midlands-tasmanian,North Midlands Tasmanian,Tasmania,-41.667699264837,147.18813337138,Tyerrernotepanner|Mid eastern,Tyerrernotepanner language,371
t1-northern-tasmanian,Northern Tasmanian,Tasmania,-41.325050301738,146.03358210659,Tommeginne|North Tasmania,Tommeginne language,372
a1-nyaki-nyaki-njaki-njaki,Nyaki Nyaki / Njaki Njaki,Western Desert (WA),-32.390945191928,118.75508272649,Nyungar|Nyaki Nyaki|Nyagi Nyagi|Kaikan|Kar Kar|Kikkar|Kilkar|Kokan|Kokar|Njagi|Njagi njagi|Njagiman|Njakinjaki|Punuatch|Punwatch,Njakinjaki,373
n11-pungupungu,Pungupungu,Top End & Arnhem (NT),-13.377337923711,130.44673432206,Kandjerramalh|Wadiginy|Pongo pongo|Djiramo|Amijangal|Ami|Worgait|Worgite|Worgaid|Wa gait|Wagaidj|Wagite|Waggait|Waggite|Waggote|Waggute|Wagatsch|Wogite|Wargad|Murinwargad,Kandjerramalh language,374
l26-punthamara,Punthamara,Lake Eyre / Central SA,-27.342914265873,143.50243514014,Ngura|Wangkumara|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Mamwura|Ngandangara|Ngurawola|Thiraila|Wankumara|Bantha murra|Boontha Murra|Bunka Burra|Buntamara|Buntamurra|Buntha burra|Bunthomarra|Puntamara|Bunthamara|Bundhamara,,375
a54-putijarra,Putijarra,Western Desert (WA),-26.558929055443,120.90839716643,Western Desert Language|Martu Wangka|Pawututjara|Potitjara|Putitjara|Budidjara|Bududjara|Purdi tara|Pawutudjara|Paodudjara|Patudja|Pa tudjara|Partutudjara|Bawndudjara|Partutu|Ngondidjara|Kaltalbudara|Kaltalbudjara|Kaltalbudjira|Poroko|Bardu wonga|Badu|Pardu|Tutudjara,Putijarra dialect,376
t11-robbins-island-tasmanian,Robbins Island Tasmanian,Tasmania,-40.66698250636,144.95572693284,Peerapper|North West,Peerapper language,377
a31-tjupan,Tjupan,Western Desert (WA),-27.117955474616,120.56642240741,Tjupany|Madoitja|Tjubanba,Tjupan dialect,378
n37-1-uwinymil,Uwinymil,Top End & Arnhem (NT),-13.311520478115,131.77548042018,Uwinjmil|Awinjmil|Winjmil|Limilngan|Norweilemil|Beriguruk|Djowei|Lemil|Minidja|naWinjmil|Noalanji|Norweilimil|Awinmul|Uwiynmirr|Awinymil|Ngalwenmil|Agiwallem|Noalanji for Norweilemil|Awinnmull|Awinmil for Awinmul,Uwinymil language,379
w9-wajuk,Wajuk,SW WA / Pilbara,-31.981489428617,116.12390432562,Nyungar|Whadjuk|Nyunga|Beelia|Beeloo|Derbal|Ilakuri wongi|Juadjag|Juadjek|Juadjuk|Karakata|Karrakatta|Minal njunga|Minnal Yungar|Mooro|Murram|Wadjug|Wadjuk|Wadjup|Whajook|Witja:ri|Yooadda|Yooard|Yoongar|Yuard|Yuatjek|Yungar|Yungur|Minnal,,380
d18-wangaaypuwan,Wangaaypuwan,Darling (W NSW/SW Qld),-31.413346296302,145.81908956605,Wangaaybuwan Ngiyambaa|Wongai bun|Wonghibone|Wonjhi bon|Wonjibone|Wongi bone|Wonghibon|Wonghi|Wun gai|Wuzai|Wozai|Woyaibun|Mudall|Wangaibon,Wangaaypuwan,381
g5-wangka-yutjurru,Wangka-yutjurru,Gulf Country,-22.881736269643,138.56573007749,Wangka yutjuru|Wanggamanha|Wongkadjera/Wangka yutjuru|Julaolinja|Lanima|Rungarungawa|Wongkadjera|Wangkadjera|Wanggadjara|Wanggayudyuru|Wangka jutjuru|Wonkajara|Wonkatyeri|Wonkoyara|Wangkayutyuru,,382
a87-wangkajunga,Wangkajunga,Western Desert (WA),-20.576465858871,126.50323359633,Martu Wangka|Wanggadjunga|Wangkatjunga,Wangkatjunga dialect,383
a29-wawula,Wawula,Western Desert (WA),-25.010140467373,121.11964519461,Madoitja|Wardal|Wirdinja|Ngaiu|Ngayuwanga|Waula|Wawlwulu|Ngaiuwonga|Wawulja|Tjitijamba|Tjitjijamba|Waula for Wardal|Marduidji|Milamada|Wainawonga|Konin|Waula for Madoitja,Wawula dialect,384
y47-wik-paach,Wik Paach,Cape York & Torres Strait,-13.345567028973,141.67326858011,Wikapatja|Abodja|Wik Paacha,Wik Paach language,385
y10-wuthathi,Wuthathi,Cape York & Torres Strait,-12.022134656447,143.067117099,Wuthati|Uradhi|Wotati|Wutati|Wotadi|Wudjadi|Wudhadhi,Wudhadhi dialect,386
y14-yangathimri,Yangathimri,Cape York & Torres Strait,-12.019926113023,141.8711479851,Tjungundji|Tjongkandji|Chinganji|Chongandji|Chunkunji|Djonggandji|Joongoonjie|Joonkoonjee|Ngucrand|Tjongangi|Tyongandyi|Tjunguntji,Yangathimri language,387
s8-yaraldi,Yaraldi,SE Australia,-35.451318124135,139.37551354072,Yaralde|Yaralde Tingar|Narrinyeri|Jaralde|Jaraldi|Jarildekald|Jarildi|Jarildikald|Lakalinyeri|Narrinyerree|Narrinjeri|Narrinyerrie|Pitta|Pitta pitta|Warawalde|Yalawarre|Yarilde|Yarildewallin|Yarrildie|Piccanini Murray people,Yaraldi language,388
l31-yarluyandi,Yarluyandi,Lake Eyre / Central SA,-25.904464315313,139.49872761898,Yaluyandi|Dieri|Jeljendi|Jelujendi|Yarlijandi|Yelyuyendi|Jeljujendi|Yarleeyandee|Yelyayendi|Yarluyardi|Yelyendi,,389
k53-yawijibaya,Yawijibaya,Kimberley (WA),-16.030656726266,124.14875457827,Yawidjibara|Yawuru|Yawjibara|Worora|Jaudjibaia|Jaudibaia|Jaudjibara|Jawdjibaia|Jawdjibara|Yaudjibara|Yaudjibaia|Alternative names:|Jawadjag|Winjawindjagu|Yawjibarra|Yaujibaia|Jawutjubar|Jadjibaia|Jadjiba|Bergalgu|Montgomery Islanders,,390
e31-yiman,Yiman,SE Queensland,-25.589029372401,149.57709835433,Jiman|Emon|Iman|Jimun|Nimmi|Yimun|Yeeman,Yiman language,391
a67-yulparija,Yulparija,Western Desert (WA),-21.183997145606,124.954501252,Yulparitja|Martu Wangka|Julbaridja|Nangatara|Yurlparija|Julbarida|Julbre|Julbri|Yulaparitya|Yulbari dja|Yulbaridya|Yulbarija|Yulbri|Yurlbaridya|Yulbaradja|Yuria|Yulparirra|Nangadjara|Njangadjara|Julbaritja|Ilbaridja|Nanidjara|Nangi|Mangai|Mangi,Yulparija,392
e62-yuru,Yuru,SE Queensland,-19.827166873033,147.67455317982,Mouths of the Burdekin River|Nyawaygi|Arwur angkana|Euronbba|Juru|Mal Mal|South Murri,Yuru language,393
c28-akarre,Akarre,Central Desert,-22.842506668901,135.36299175014,Arrarnta|Akara,,394
y219-alodja,Alodja,Cape York & Torres Strait,-15.678742062756,144.82557537442,Aghu Alowrdja,,395
w12-amangu,Amangu,SW WA / Pilbara,-29.47328681154,115.52982350353,Amandyo|Amangoo|Ying|Emangu|Jing|Merenji|Naakurdi|Njaagurdi|Nyaakurdi|Nyaakurti|Amangu/Njaagurdi|Nhaaguja|man,,396
k23-andedja,Andedja,Kimberley (WA),-17.348596455615,126.12807829435,Andadjin|Kimberley Area Languages|Andajin|Worla|Ola|Walajangarri|Andidja|Kular|Andidja/Andidjara|Ngarinjin|Wilawila|Wandidja|Wulandidja|Andidjari|Gular|Ungarinjin|Unarinjin|Warnarinjin|Angarinjin|Wangarinjinu|Arawari|Ingarinjindja|Njingarinjanja|Arkarin jindja|Oladjau|Marangana|Walmidi|Narrinyind|Ungarinyin|Ungarin jen|Ngaring ngyan|Ngerringun|Kandjalngari for Ngarinjin|Wular:|Taib|Wulu|Taibange|Munumbara|Munumburu|Kalari:|Andadja|Piarngongo|Kundjanan|Kandjanan|Ullumbuloo for Wilawila,,397
y192-andooyomo,Andooyomo,Cape York & Torres Strait,-10.938013975988,142.60727846333,,,398
y7-angkamuthi,Angkamuthi,Cape York & Torres Strait,-11.314463240555,142.29415815403,Anggamudi|Ankamuti|Atampaya|Bawtjathi|Lotiga|Nggamadi|Uradhi|Utangikwathiya|Utudhanamu|Aheanjadiddie|Am kemti|Ambaigan|Amkomti|Andengu|Apukwe|Apukwi|Atambaia|Gamete|Gametty|Gamiti|Gamuthi|Gomokudin|Goomkadeen|Goomkoding|Jamagundji|Joonkoonjee|Jumagundji|Ng kamadji|Ngamiti|Ngammatta|Ngammatti|Nggamiti|Ngkamadyi|Oiyamkwi|Oiyankwi|Ondaima|Oujamkiri|Oyemukui|Um yawil|Yumakundji|Yumikundji,,399
e8-baanbay,Baanbay,SE Queensland,-30.059012339287,152.11108682837,Kumbainggar|Gumbainggir|Baanbay/Banbai|Banbai|Gamlamang|Jiegera|Kumbainggiri|Yaygir|Yuungay|Ahnbi|Babnbi|Baanbay Ahnbi|Dandai|Bahnbi,,400
e48-baradha,Baradha,SE Queensland,-21.982383872787,148.92525723398,Barada|Thar ar ra burra|Tha ra ra burra|Toolginburra|man,,401
e53-baranha,Baranha,SE Queensland,-22.080577003398,148.19852895163,Barna|Ba:na|Parnabal|Barnya,,402
k62-bayimbarr,Bayimbarr,Kimberley (WA),-15.632671120357,127.97391654335,,,403
s77-bi-gwurrung,Bi:gwurrung,SE Australia,-38.293845345763,142.27430709162,Peek Whurrung|Peek Whurrong|Peek whuurong|Peek whurrong kuurndit|Peek whurong|Peek whunrong|Peekwurru|Peek wuurong|Peak whurrong|Bigwurung|Peek Whorung,,404
w1-bibulman,Bibulman,SW WA / Pilbara,-34.418749139472,115.94663852823,Nyungar|Pipalman|Nyunga|Bibbulman|Beebulmun|Dibelman|Meeraman|Peopleman|Pibelmen|Bajongwongi|Bebleman|Bibalman|Bibbulmun|Bibilum|Bibu:lmoun|Bibulmun|Murram|Nurram|Peoplemen|Pepelman|Pibelman|Pibilum|Piblemen|Pipelman|Bibalman/Njungar,,405
s49-bidawal,Bidawal,SE Australia,-37.383071074629,149.05298494852,Bidhawal|Bidwell|Biduwul|Beddiwell|Biduelli|Bidwelli|Bidwill|Birdawal|Birdhawal|Birtowall|Kwai dhang|Maap|Muk dhang|Birrdhawal|Bid|doo|wul|Bidooal|Bida|Brida|Bidwilli|Mawp|Muk thang,,406
t8-big-river-tasmanian,Big River Tasmanian,Tasmania,-42.425061457076,146.75888026301,Lairmairrener|Big River|Mid eastern,,407
n138-binbinka,Binbinka,Top End & Arnhem (NT),-16.361365116629,136.04571314844,Gudanji|Binbinga|Binbingha|Pinbinga|Leepitbinga|Bing Binga,,408
s15-bindjali-bodaruwitj,Bindjali / Bodaruwitj,SE Australia,-36.422927674455,140.49163512472,Bodaruwidj|Bundyalli|Potangola|Potaruwutj|Weregadjali|Cangarabaluk|Coolucooluk|Dadiera|Danganalun|Danganegald|Dangani|Djadjala|Jaran|Kalde|Kangarabalak|Milmainjericon|Milmendjuri|Milmendura|Milmenrura|Polenjunga|Polinjunga|Portaruwutj|Taloinjunga|Tananalun|Tangalun|Tanganalum|Tanganalun|Tanganarin|Tangane|Tanganekald|Tangani|Tanganikald|Tatiara|Tatiarra|Tattayarra|Tenggi|Tenkinyra|Thunga|Thungah|Tonggi|Tunga|Tyattyalla|Tyatyalli|Tyeddyuwurru|Wattatonga|Wepulprap|Wereka|Wereka tyalli|Werekarait|Wergaia|Wirigirek|Woychibirik|Wra gar ite|Yaran|Tatiara dialect|Bindjali|Bodaruwitj,,409
n186-bininj-gun-wok-bininj-kunwok,Bininj Gun-wok / Bininj Kunwok,Top End & Arnhem (NT),-12.577995865423,133.55663593801,Kunwinjkuan|Bininj Gunwok|Bininj Kunwok,,410
e72-birihn,Birihn,SE Queensland,-29.047958904817,152.8588680872,Biriin|Birihnbal,,411
e3-birrbay,Birrbay,SE Queensland,-31.646951417433,152.13401595302,Birpai|Birpay|Worimi|Birbay|Biripi|Biribi|Birippi|Birrapee|Birripai|Birripi|Bripi|Brippai|Waw wyper|Biribai|Gathang|Kattang|Birrpayi,,412
s85-biwadjali,Biwadjali,SE Australia,-36.305861371785,141.78568318654,Bewa tyalli|Bewa be watyalli,,413
y130-biyay,Biyay,Cape York & Torres Strait,-18.34798195245,146.169416804,Wargamaygan|Bandjin|Warakamai|Bandji|Bandyin|Banjin|Biaigiri|Bijai|Bundjin|Kunyin|Uradig|Bandyi,,414
y220-biyay,Biyay,Cape York & Torres Strait,-18.577498090678,146.23530494533,giri|Warrgamay,,415
s45-brabralung,Brabralung,SE Australia,-37.498574078916,147.32841259972,Kurnai|Braiakaulung|Bratauolung|Ganai|Krauatungalung|Tatungalung|Brabiralung|Brabirawilung|Brabirrawulung|Brabolong|Brabrawurung|Brabriwoolong|Brabrolong|Brabrolung|Bundah Wark Kani|Bundhul Wark Kani|Muk thang|Tirtalowakani|Tirthung|Wakeruk|Ganay Muk Thang|man,,416
s39-brataualung,Brataualung,SE Australia,-38.715777074482,146.44779852508,Kurnai|Bratauolung|Brabralung|Braiakaulung|Ganai|Krauatungalung|Tatungalung|Brada:wulung|Bradowoolong|Bratanolung|Brataua|Nulit|Tarrawarrachal|Tarrawarracka|Tarrawarrackel|Bradawurung|Brataolung|Bradowooloong,,417
s41-brayakaulung,Brayakaulung,SE Australia,-37.872508382336,146.57962700743,Kurnai|Braiakaulung|Brabralung|Bratauolung|Ganai|Krauatungalung|Tatungalung|Braiakolung|Brajagawulung|Brayakaboong|Brayakau|Breagalong|Nulit|Brayagawulung|Braiakaolung,,418
d31-budjari-badjiri,Budjari / Badjiri,Darling (W NSW/SW Qld),-28.433641163697,145.22780328434,Ngura|Badjidi|Badjeri|Baddyeri|Byjerri|Baderi|Poidg erry|Badjedi|Bädjäri|Budjari|Badjiri,,419
s70-buibadjali,Buibadjali,SE Australia,-35.714872125901,142.4199042285,Buibatyalli|Wotjobaluk|Buibatjali|Wotjo ba laiuruk|Wuttya bullak|Wuttyuballeak|Wattyabullak|Woychibirik|Woitu bullar|Tjatijala|Tyatty alla|Djadjala|Iyattyala|Kurm me lak|Gourrbaluk|Gnallba gootchyourl|Malikun ditj|Malleegunditch,,420
g12-1-bularnu,Bularnu,Gulf Country,-20.656688662129,138.2747458112,Warluwarra Bularnu|Yindjilandji|Bulanu|Manda|Pulanja|Bulanja,,421
w17-buluguda,Buluguda,SW WA / Pilbara,-26.05703503084,113.80529507395,Malkana|Daguda|Damala|Malgana|Tamala|Bulguda|Nanda|Bulugurda|Jau|Yau|Eaw|Watjandi|Watchandi|Watchandie|Bulgulu,,422
y153-buluguyban,Buluguyban,Cape York & Torres Strait,-18.708380642602,146.56242311527,Bulugujban,,423
y110-bulway,Bulway,Cape York & Torres Strait,-17.004461827063,145.56235239478,Djabuganjdji|Buluwai|Irukandjai|Tjapukai|Buluwandji|Buluwandyi|Bulwandji|Bulwandyi,,424
g46-bundjil,Bundjil,Gulf Country,-20.047997212829,146.31342470685,,,425
a75-bundjuwanga,Bundjuwanga,Western Desert (WA),-21.087596240294,119.39719913486,,,426
a28-bunggura,Bunggura,Western Desert (WA),-27.28614140549,130.46337106064,,,427
n185-burdinmanduwij,Burdinmanduwij,Top End & Arnhem (NT),-11.310284499821,131.92911837038,,,428
e70-burrgati,Burrgati,SE Queensland,-30.422360631737,151.94073676338,Dyangadi|Burgadi|Burugadi,,429
e24-buyibara,Buyibara,SE Queensland,-27.22108106189,152.92819233587,Bujibada|Buyibada|Kaiabara|Kaia|Cooyar Range|Mount|Kaibara|Koiabara|Cooyarbara|Kaiyabora|Kia bara|Bujibara|Bujiebara|Booy ieburra|Buijibara,,430
d62-canberra-language,Canberra language,Darling (W NSW/SW Qld),-35.47495743535,148.99849573155,Nyamudy|Canberra,,431
e73-casino-language,Casino language,SE Queensland,-28.85403055779,152.98737438499,Casino dialect|Casino,,432
